pname,subtitle,StrDate,EndDate,production,crew,cast,content,cover,stills
A WOMAN OF NO IMPORTANCE,,1978-11-01,1978-11-30,"{""ASM"": [""FRANCES MILAT""]}","{""Lighting Design"": [""MICHAEL HAYNES""]}","{""unknown"": [""PAULA BATE"", ""TIMOTHY BENNETT"", ""BARBARA FITZGERALD"", ""GREGORY FRY"", ""JEFFREY HAND"", ""DARRELL HOFFMAN"", ""MARLENE HORSELL"", ""NAT NIXON"", ""MARGARET RIENECK"", ""JOHN RUMSEY"", ""MARGARET THOMASON"", ""WALTER J. WEST (1895)""], ""SUSAN CARVETH"": [""Francis & Costumes""], ""BERNADETTE FOSTER"": [""Alice""], ""PAUL GILBERT"": [""Lord Alfred Rufford""], ""ANTHONY HAYES"": [""Lord Illingworth""], ""BERNADETTE HAYES"": [""Lady Stutfield""], ""JEANNETTE HICKEY"": [""Lady Hunstanton""], ""PETER W. RYAN"": [""Dr Daubeny""]}",empty,empty,[]
"FARCE OF THE DEVIL'S BRIDGE, THE",,1978-12-01,1978-12-31,"{""SM"": [""PAUL GILBERT""]}","{""Lighting design"": [""MICHAEL SCHELL""]}","{""unknown"": [""LYS BERKY"", ""JOANNA BETTERIDGE"", ""LINDSAY CARR"", ""JANE CLARK"", ""MEGAN COOK"", ""MICHAEL DEVAUX"", ""MARIAN FLEW"", ""MARK HOPE"", ""MATHILDE LAGERMAN"", ""PETER MANSOR"", ""MAREE OLKOWICZ"", ""ANTHONY VALLENTINE""], ""ROSANNE Di GORI"": [""Mathurin's daughter. ""], ""RUTH FORD"": [""DIRECTOR""]}",empty,empty,[]
"JOURNEY OF THE THREE KINGS, THE",,1978-12-01,1978-12-31,"{""A night watchman/SM"": [""PAUL GILBERT""]}","{""Lighting design"": [""MICHAEL SCHELL""]}","{""unknown"": [""LYS BERKY"", ""JOANNA BETTERIDGE"", ""LINDSAY CARR"", ""JANE CLARK"", ""TERESA CLARK"", ""IMELDA CLARKE"", ""MEGAN COOK"", ""MICHAEL DEVAUX"", ""MARIAN FLEW"", ""MARIAN FLEW"", ""JEFF HAND"", ""DARRELL HOFFMAN"", ""MARK HOPE"", ""MATHILDE LAGERMAN"", ""DEAN MALLAS"", ""CORIN MALLS"", ""PETER MANSOR"", ""JOHN NICHOL"", ""IAN ROSE"", ""ANTHONY VALLENTINE"", ""CHARLOTTE WICKS"", ""JANE WICKS""], ""ROSANNE Di GORI"": [""Mary""], ""RUTH FORD"": [""DIRECTOR""]}",empty,empty,[]
THARK,,1977-01-01,1977-01-31,{},"{""Lighting design"": [""MICHAEL SCHELL""]}","{""MICHAEL BARNACOAT"": [""Ronny""], ""unknown"": [""GEOFF BOON"", ""PATRICIA CALABRO"", ""MARGOT EDWARDS"", ""LESLIE FAULSTONE"", ""GREGORY FRY"", ""PATRICK FURLONG"", ""PAULINE FURLONG"", ""CHRIS HARDY"", ""DAVID HOEY"", ""KATH LEVERETT"", ""DEBBIE NEWTON"", ""ANNE O'HALLORAN"", ""ANGELA PUNCH"", ""PHILIP RITCHIE"", ""KERRIE ROWE"", ""JOHN RUMSEY"", ""JEFFREY TRUMAN"", ""STEVEN VIDLER"", ""JON WILLIAMS"", ""CHARLES ZARA""], ""GEORGE DUNCAN"": [""Publicity""], ""MICHAEL GROGAN"": [""Hairstyles""], ""KEVIN JACKSON"": [""DIRECTOR""]}",empty,empty,[]
SHE STOOPS TO CONQUER,,1977-03-01,1977-03-31,{},"{""Lighting design"": [""MICHAEL SCHELL""]}","{""RAYMOND AINSWORTH"": [""Tony Lumpkim""], ""MICHAEL BARNACOAT"": [""Young Marlow""], ""SUSAN CARVETH"": [""Costumes""], ""unknown"": [""ESTHER CLARKE"", ""THEO CORNELISSON"", ""MICHAEL DEVAUX"", ""GREGORY FRY"", ""STANLEY GRIMSHAW"", ""SANDRA GROSE"", ""ADRIAN IRELAND"", ""ROBERT KINNANE"", ""ELIZABETH LANE"", ""CATHERINE LLOYD"", ""CATHERINE O'HALLORAN"", ""KERRIE ROWE"", ""JOHN RUMSEY"", ""ROBIN WICKS"", ""JON WILLIAMS""], ""PAUL GILBERT"": [""Servant""], ""MICHAEL GROGAN"": [""Wigs""], ""GAYNOR MITCHELL"": [""Mrs Hardcastle""], ""ELIZABETH SARKS"": [""DIRECTOR""]}",empty,empty,[]
"BRASS BUTTERFLY, THE",,1977-05-01,1977-05-31,{},"{""Lighting design"": [""MICHAEL SCHELL""]}","{""unknown"": [""DENNIS ALLEN"", ""GRAHAM ALLEN"", ""BRUCE BANNERMAN"", ""ARTHUR BARATTA"", ""PAULA BATE"", ""O CARLOTTA"", ""EDITH DAY"", ""MICHAEL DEVAUX"", ""GREGORY FRY"", ""PAULINE FURLONG"", ""ROBERT KINNANE"", ""PETER LEE"", ""FELICITY MYER"", ""MARGARET RIENECK"", ""JOHN RUMSEY"", ""ESSIE SHORTER"", ""SIR ARTHUR SULLIVAN"", ""PENELOPE WARD"", ""ROBIN WICKS"", ""MARILYN WINCH"", ""REG WINCH"", ""ROBERT WINCH""], ""PETER W. RYAN"": [""Phanocles""]}",empty,empty,[]
A MAN FOR ALL SEASONS,,1977-07-01,1977-07-31,{},"{""Lights,Sound,P'gram & Set"": [""MICHAEL SCHELL""]}","{""unknown"": [""DENNIS ALLEN"", ""ARTHUR BARATTA"", ""PAULA BATE"", ""MICHAEL BEECHER"", ""JOHN BRADSHORE"", ""HELEN KEARSLEY"", ""FRANCIS MacDERMOTT"", ""FELICITY MYER"", ""ELIZABETH O'HALLORAN"", ""JOHN RUMSEY"", ""JOHN WARNOCK"", ""ROBIN WICKS"", ""RICHARD WILKINSON"", ""CHARLES ZARA""], ""MICHAEL BARNACOAT"": [""King Henry VIII""], ""MICHAEL BOWIE"": [""Sir Thomas More""], ""LAURIE BUTLER"": [""Common Man""], ""SUSAN CARVETH"": [""Costumes""], ""COLLEEN CLIFFORD"": [""DIRECTOR""], ""GEORGE DUNCAN"": [""Publicity""], ""ELIZABETH SARKS"": [""Margaret More""], ""KATH SCOTT"": [""Lady Alice Moore""]}",empty,empty,[]
"UNEXPECTED GUEST, THE",,1977-08-01,1977-08-31,"{""SM"": [""RUTH FORD""]}","{""Lighting Design"": [""MICHAEL HAYNES""]}","{""RAYMOND AINSWORTH"": [""DIRECTOR""], ""unknown"": [""KEVIN DOWLING"", ""NANETTE FREW"", ""CHRIS GALETTI"", ""SCOTT HUDSON"", ""JANET MUTTON"", ""NAT NIXON"", ""MICHAEL PENTECOST"", ""MARGARET RIENECK"", ""NICK SCHLIEPER"", ""PATRICK WARD"", ""ROBIN WICKS""], ""ANTHONY HAYES"": [""Publicity""], ""GAYNOR MITCHELL"": [""Laura Warwick""]}",empty,empty,[]
AN IDEAL HUSBAND,,1977-10-01,1977-10-31,{},"{""Lighting Design"": [""MICHAEL HAYNES""]}","{""unknown"": [""MICHAEL BARRELL"", ""PAULA BATE"", ""TIMOTHY BENNETT"", ""ESTHER CLARKE"", ""EDITH DAY"", ""MICHAEL DEVAUX"", ""GREGORY FRY"", ""HELEN KEARSLEY"", ""STEPHEN LA CAVA"", ""KATHERINE LLOYD"", ""BARBARA MARCOT"", ""SANDRA McVICAR"", ""FELICITY MEYER"", ""DICK MOSS"", ""ELIZABETH O'HALLORAN"", ""MARIE O'HALLORAN"", ""ANNE POWER"", ""SARA RICKETTS"", ""MARGARET RIENECK"", ""JOHN ROCHE"", ""JOHN WARNOCK""], ""CORALIE BUTLER"": [""Costumes""], ""SUSAN CARVETH"": [""Lights & sound opps""], ""MICHAEL GROGAN"": [""Viscomte de Nanjac, Wigs""], ""PETER HICKEY"": [""DIRECTOR""], ""ELIZABETH SARKS"": [""Mabel Chiltern""], ""KATH SCOTT"": [""Lady Markby""]}",empty,empty,[]
"ANNIVERSARY, THE",,1976-02-01,1976-02-29,"{""SM"": [""TRISH FRASER""], ""ASM"": [""PAUL GILBERT""], ""Asst Director"": [""JENNIFER WILLISON""]}","{""Lights,Sound, & P'gram"": [""MICHAEL SCHELL""]}","{""RAYMOND AINSWORTH"": [""DIRECTOR""], ""MICHAEL BARNACOAT"": [""Terry""], ""unknown"": [""JAMES COX"", ""CARA CRANNEY"", ""JOHN MINNS"", ""ANNE POWER"", ""ANNE ROY"", ""MARGARET THOMASON"", ""CHARLES ZARA""], ""GEORGE DUNCAN"": [""Publicity""], ""PATRICIA EAST"": [""Karen""]}",empty,empty,[]
"BARRETTS OF WIMPOLE STREET, THE",,1976-03-01,1976-03-31,{},"{""Lights,Sound, & P'gram"": [""MICHAEL SCHELL""]}","{""unknown"": [""ROSALIE BARKER"", ""ERIC BONANNO"", ""TERRY CLARKE"", ""JAMES COX"", ""JOOLS CRADOCK"", ""LINDSEY deLOOZE"", ""C.R. FIELDHOUSE"", ""CHRISTINA KEW"", ""ROBERT KINNANE"", ""KILLIGREW LAERTES"", ""STEPHEN RICHARDS"", ""ADRIAN SPRATT"", ""ROSEMARY WILSON""], ""CORALIE CAMPBELL"": [""DIRECTOR""], ""SUSAN CARVETH"": [""Wilson""], ""GEORGE DUNCAN"": [""Publicity & Dr Chambers""], ""PAUL GILBERT"": [""Octavius Moulton-Barrett""], ""TONY GIRDLER"": [""Robert Browning""], ""GAYNOR MITCHELL"": [""Elizabeth Barrett Moulton-Barrett""]}",empty,empty,[]
OTHELLO,,1976-04-01,1976-04-30,{},"{""Lighting Design"": [""MICHAEL HAYNES""]}","{""unknown"": [""DENNIS ALLEN"", ""LESLEY BARNARD"", ""PAULA BATE"", ""ERIC BONANNO"", ""FRANCIS CARLETON"", ""PANOS CARRANT"", ""JAMES COX"", ""PETER FERGUSON"", ""LORNA FOSTER"", ""MALCOLM FOSTER"", ""MICHAEL HOOKER"", ""ROBERT KINNANE"", ""BRIAN McEVOY"", ""FELICITY MEYER"", ""TIM MUNRO"", ""PENNY PARKER"", ""ALEXANDER RIENECK"", ""MARGARET RIENECK"", ""JOHN RUMSEY"", ""BARRY SLAMON"", ""ADRIAN SPRATT"", ""JOHN VERNON"", ""TONY ZEANE""], ""NOELENE BELL"": [""Desdemona""], ""BRIAN DONOVAN"": [""Othello""], ""GEORGE DUNCAN"": [""Publicity""], ""TRISH FRASER"": [""Bianca""], ""PAUL GILBERT"": [""A Gentleman of Cyprus""], ""ANTHONY HAYES"": [""Iago""], ""MICHAEL SCHELL"": [""Programme""]}",empty,empty,[]
"SLEEPING PRINCE, THE",,1976-06-01,1976-06-30,{},"{""Lighting Operator"": [""BERNADETTE BROSNAN""], ""Lighting Design"": [""MICHAEL HAYNES""]}","{""unknown"": [""DENNIS ALLEN"", ""ROSALIE BARKER"", ""MADELINE BOITIER"", ""GEOFF BOON"", ""LOU BOWEN"", ""ESTHER CLARKE"", ""TERRY CLARKE"", ""CHRISTOPHER GRAHAM"", ""CHERYL HANNAN"", ""CHRISTOPHER HARDY"", ""GREG MACKEY"", ""DAVID MILLINGTON"", ""PATRICIA MORRISSEY"", ""ELIZABETH O'HALLORAN"", ""PHILIP RITCHIE"", ""KERRIE ROWE"", ""JEFFREY TRUMAN"", ""EILEEN WILLIAMS""], ""GEORGE DUNCAN"": [""Publicity""], ""MICHAEL GROGAN"": [""Hairstyles""], ""JEANNETTE HICKEY"": [""HRH Dutchess Charles""], ""KEVIN JACKSON"": [""DIRECTOR""]}",empty,empty,[]
ODD MAN IN,,1976-07-01,1976-07-31,"{""ASM"": [""TRISH FRASER""]}","{""Lighting Design"": [""MICHAEL HAYNES""]}","{""MICHAEL BOWIE"": [""DIRECTOR""], ""unknown"": [""TERRY CLARKE"", ""JAMES COX"", ""JOAN DENT"", ""MICHAEL DEVAUX"", ""GREGORY FRY"", ""GAVIN HAMILTON"", ""ANNE QUEALEY"", ""JON WILLIAMS""], ""GEORGE DUNCAN"": [""Publicity""], ""PATRICIA EAST"": [""Jane Maxwell""], ""TONY GIRDLER"": [""George Maxwell""], ""PAT HEALY"": [""AD""]}",empty,empty,[]
BERNADETTE,,1976-09-01,1976-09-30,{},"{""Designer"": [""MICHAEL GROGAN""]}","{""unknown"": [""BRUCE BANNERMAN"", ""MARIE BARRINGTON"", ""ERIC BONANNO"", ""PAUL FERRY"", ""ANNE FITZGERALD"", ""BARBARA FITZGERALD"", ""GREGORY FRY"", ""GREG MACKAY"", ""TOM MELVOLD"", ""STEPHEN MURPHY"", ""BARBARA PETERSEN"", ""ANNE POWER"", ""LOUISE SPENCER"", ""DOROTHY ST. HEAPS"", ""VERONICA SWEENEY"", ""LEO TAYLOR""], ""BERNADETTE BROSNAN"": [""Voice od Our Lady""], ""SARAH BROSNAN"": [""Bernadette""], ""COLLEEN CLIFFORD"": [""DIRECTOR""], ""TRISH FRASER"": [""Jeanne Adrian""], ""GAYNOR MITCHELL"": [""Dominiquette Cazenave""], ""KATH SCOTT"": [""Mrs Millet""]}",empty,empty,[]
"SCHOOL FOR SCANDAL, THE",,1976-09-01,1976-09-30,{},{},"{""unknown"": [""DENNIS ALLEN"", ""DARRYL BANDY"", ""PAULA BATE"", ""LOUISE BOWEN"", ""FRANCIS CARLETON"", ""JAMES COX"", ""GREGORY FRY"", ""PAULINE FURLONG"", ""PHILIP HOARE"", ""JOAN KELLY"", ""CATHERINE LLOYD"", ""PAMELA McDONALD"", ""PATRICIA MORRISSEY"", ""FELICITY MYER"", ""NAT NIXON"", ""MARGARET PILE"", ""ANNE QUEALEY"", ""MARGARET RIENECK"", ""PHILIP RITCHIE"", ""JOHN RUMSEY"", ""LEO TAYLOR"", ""ANTHONY VALLENTINE"", ""RICHARD WILKINSON"", ""EILEEN WILLIAMS"", ""JON WILLIAMS""], ""MICHAEL BARNACOAT"": [""Charles Surface""], ""BERNADETTE BROSNAN"": [""Lady Teazle""], ""BRIAN DONOVAN"": [""Sir Peter Teazle""], ""NOELENE DONOVAN"": [""Publicity & FOH""], ""GEORGE DUNCAN"": [""Publicity""], ""MICHAEL GROGAN"": [""Moses, Wigs""], ""ANTHONY HAYES"": [""Joseph Surface""], ""MICHAEL HAYNES"": [""set Const""], ""ELIZABETH SARKS"": [""DIRECTOR""]}",empty,empty,[]
GASLIGHT,,1976-12-01,1976-12-31,"{""SM"": [""RUTH FORD""]}","{""Lighting Design"": [""MICHAEL HAYNES""]}","{""unknown"": [""ANTHONY CHANDLER"", ""ESTHER CLARKE"", ""MICHAEL DEVAUX"", ""GREGORY FRY"", ""PAULINE FURLONG"", ""ANNE O'HALLORAN"", ""ANNE POWER"", ""PHILIP RITCHIE"", ""JOHN RUMSEY"", ""PAUL SARKS"", ""RICHARD WILKINSON""], ""GEORGE DUNCAN"": [""Publicity""], ""MICHAEL GROGAN"": [""Wigs""], ""KEVIN JACKSON"": [""Thanks""], ""JON WILLIAMS"": [""DIRECTOR""]}",empty,empty,[]
TRANSCENDING,,1975-03-01,1975-03-31,"{""Sound & SM & P'gram"": [""MICHAEL SCHELL""]}","{""Lighting Design"": [""MICHAEL HAYNES""], ""Sound & SM & P'gram"": [""MICHAEL SCHELL""]}","{""unknown"": [""DIANNE BOURKE"", ""PETER CANE"", ""JAMES COX"", ""JENNIFER CREEK"", ""BERNARD DEVAUX"", ""MICHAEL DEVAUX"", ""ROBERT DRAKE-BROCKMAN"", ""HILARY LARKUM"", ""KIT LAUGHLIN"", ""JOHN MEANEY"", ""BILL PEPPER"", ""FRANK RIBOT de-BRESSAC"", ""VIVIENNE RIBOT de-BRESSAC"", ""JOSEPHINE SAITTA"", ""JOHN SULLIVAN"", ""BASIL THOMAS"", ""MICHAEL WICKS"", ""TONY ZEANE""], ""GEORGE DUNCAN"": [""Publicity""]}",empty,empty,[]
BLACK COMEDY,,1975-03-01,1975-03-31,"{""Sound & SM & P'gram"": [""MICHAEL SCHELL""]}","{""Lighting Design"": [""MICHAEL HAYNES""], ""Sound & SM & P'gram"": [""MICHAEL SCHELL""]}","{""unknown"": [""MARCOT ALTORJAI"", ""ERIC BONANNO"", ""DIANNE BOURKE"", ""CATHIE BRUCE"", ""PETER CANE"", ""LINDSAY CARR"", ""JAMES COX"", ""JENNIFER CREEK"", ""BERNARD DEVAUX"", ""MICHAEL DEVAUX"", ""ROBERT DRAKE-BROCKMAN"", ""HILARY LARKUM"", ""KIT LAUGHLIN"", ""JENNIFER MORGAN"", ""BILL PEPPER"", ""FRANK RIBOT de-BRESSAC"", ""VIVIENNE RIBOT de-BRESSAC"", ""LEO TAYLOR"", ""BASIL THOMAS"", ""MICHAEL WICKS"", ""TONY ZEANE""], ""GEORGE DUNCAN"": [""Publicity""], ""BARRY HAYES"": [""Colonel Melkett""]}",empty,empty,[]
ADVENTURES IN WINDMILL LAND,,1975-04-01,1975-04-30,"{""ASM"": [""SUSAN CARVETH""], ""Sound & SM & P'gram"": [""MICHAEL SCHELL""]}","{""Lighting Design"": [""MICHAEL HAYNES""], ""Sound & SM & P'gram"": [""MICHAEL SCHELL""]}","{""unknown"": [""DAVID BATESON"", ""ERIC BONANNO"", ""GILLIAN CHURCHILL"", ""SUSAN CLEVERLEY"", ""PETER GREEN"", ""PETER HIGGINS"", ""LINDSAY HORNER"", ""FRANKS KANTOR"", ""SONYA KANTOR"", ""GREG MACKAY"", ""JULIE NOLAN"", ""LINDSAY PARTRIDGE"", ""DOROTHY ST. HEAPS""], ""COLLEEN CLIFFORD"": [""DIRECTOR""], ""GEORGE DUNCAN"": [""Publicity""], ""PAUL GILBERT"": [""Corporal""]}",empty,empty,[]
RICHARD 111,,1975-05-01,1975-05-31,"{""ASM"": [""PAUL GILBERT"", ""PAT HEALY""], ""Lights,Sound,SM & P'gram"": [""MICHAEL SCHELL""]}","{""Lights,Sound,SM & P'gram"": [""MICHAEL SCHELL""]}","{""unknown"": [""DENNIS ALLEN"", ""LESLEY BARNARD"", ""PAULA BATE"", ""JOHN BEACH"", ""KEITH BEAUMONT"", ""ERIC BONANNO"", ""GEORGE BURNS"", ""JAMES COX"", ""JOAN DENT"", ""ROBERT HENSLEY"", ""PETER HIGGINS"", ""SONYA KANTOR"", ""ROBERT KINNANE"", ""HILARY LARKUM"", ""LESLIE LARKUM"", ""MATTHEW LARKUM"", ""MARY MACKAY"", ""GREG MACKEY"", ""VIVIAN McGRATH"", ""JOHN MEANEY"", ""TOM MELVOLD"", ""HUGH MUNRO"", ""JIM OLIVER"", ""IAN RICHARDS"", ""DOROTHY ST. HEAPS"", ""IAN THOMSON"", ""ANTHONY VALENTINE"", ""TONY ZEANE""], ""MICHAEL BARNACOAT"": [""Buckingham""], ""MICHAEL BOWIE"": [""Richard 111""], ""CORALIE BUTLER"": [""Costumes""], ""COLLEEN CLIFFORD"": [""DIRECTOR""], ""GEORGE DUNCAN"": [""King Edward IV""], ""TONY GIRDLER"": [""Sir William Catesby""], ""ANTHONY HAYES"": [""Lord Stanley""], ""GAYNOR MITCHELL"": [""Queen Elizabeth""]}",empty,empty,[]
"POTTING SHED, THE",,1975-08-01,1975-08-31,"{""Sound & SM & P'gram"": [""MICHAEL SCHELL""]}","{""Lighting Design"": [""MICHAEL HAYNES""], ""Sound & SM & P'gram"": [""MICHAEL SCHELL""]}","{""RAYMOND AINSWORTH"": [""DIRECTOR""], ""unknown"": [""LISA CLIFFORD"", ""JAMES COX"", ""PAUL FERRY"", ""CHRIS GALLETTI"", ""HELEN GOVAN"", ""GREGORY GUEST"", ""JOHN MEANEY"", ""JOHN NICHOL"", ""NAT NIXON"", ""ANNE O'HALLORAN"", ""NONI RAY"", ""MARY K READ""], ""GEORGE DUNCAN"": [""Publicity""], ""TONY GIRDLER"": [""James Callifer""], ""GAYNOR MITCHELL"": [""Sara Callifer""], ""MAY. PUSEY"": [""Mrs Potter""]}",empty,empty,[]
"MAN WHO CAME TO DINNER, THE",,1975-11-01,1975-11-30,{},{},"{""unknown"": [""DENNIS ALLEN"", ""ROSALEE BARKER"", ""MICHAEL BARRELL"", ""ERIC BONANNO"", ""GEOFF BOON"", ""PATRICIA CALABRO"", ""TERRY CLARKE"", ""JAMES COX"", ""SONYA KANTOR"", ""PHILLIPA KORFF"", ""FRANCIS MacDERMOTT"", ""GREG MACKAY"", ""HUGH MONROE"", ""NAT NIXON"", ""ANNE O'HALLORAN"", ""ELIZABETH O'HALLORAN"", ""ANNE POWER"", ""PHILIP RITCHIE"", ""KERRIE ROWE"", ""MARK SMITH"", ""TOM WALSH"", ""ROBYN WILLIAMS"", ""CHARLES ZARA"", ""TONY ZEANE""], ""GEORGE DUNCAN"": [""Publicity""], ""PATRICIA EAST"": [""Maggie Cutler""], ""MICHAEL GROGAN"": [""Hair Styles, Costumes""], ""PETER HICKEY"": [""Sheridan Whiteside""], ""KEVIN JACKSON"": [""DIRECTOR""], ""MICHAEL SCHELL"": [""Lights & sound""]}",empty,empty,[]
"QUEEN OF HEARTS, THE",,1975-12-01,1975-12-31,"{""Lights,Sound,SM & P'gram"": [""MICHAEL SCHELL""]}","{""Lights,Sound,SM & P'gram"": [""MICHAEL SCHELL""]}","{""CHERYL COLLINS"": [""DIRECTOR""], ""unknown"": [""KERRY DONOHOE"", ""MARY-ANNE HARKNESS"", ""PHILLIPA KORFF"", ""SANDRA McVICAR"", ""HUGH MUNRO"", ""PAUL SARKS"", ""MARGARET THOMASON""], ""GRANT FRASER"": [""Yellow Dwarf""], ""TRISH FRASER"": [""Fairy Queen""], ""PAUL GILBERT"": [""King Adolphus""]}",empty,empty,[]
"EAGLE HAS TWO HEADS, THE",,1974-02-01,1974-02-28,{},"{""Sound opps"": [""TRISH FRASER""], ""Lighting Design"": [""MICHAEL HAYNES""], ""Sound"": [""MICHAEL SCHELL""]}","{""RAYMOND AINSWORTH"": [""DIRECTOR""], ""unknown"": [""ERIC BONANNO"", ""MICHAEL BRIGHT"", ""JAMES COX"", ""ROBERT FLAHERTY"", ""JULIE NOLAN"", ""ROBERT PHILLIPS"", ""ANNE POWER"", ""MAGGIE ROGERS"", ""TONY STEVENS"", ""KATHY WEISSENFELD"", ""GRAEME WILLIAMS""], ""CORALIE BUTLER"": [""Costumes""], ""GRANT FRASER"": [""lights opps""], ""MARK FRASER"": [""Duke of Willenstein""], ""GAYNOR MITCHELL"": [""The Queen""]}",empty,empty,[]
"COMEDY OF ERRORS, THE",,1974-04-01,1974-04-30,{},"{""Lighting Design"": [""MICHAEL HAYNES""], ""Sound"": [""MICHAEL SCHELL""]}","{""RAYMOND AINSWORTH"": [""Dromeo of Syracuse""], ""unknown"": [""GEOFF ATWELL"", ""JOHN BEACH"", ""PAUL BEDSON"", ""ERIC BONANNO"", ""ESTHER CLARKE"", ""JAMES COX"", ""MICHAEL DEVAUX"", ""IAN ENRIGHT"", ""ROBERT FLAHERTY"", ""GEOFF GRIGG"", ""ANGELA HARRISON"", ""SUSAN HAYWARD"", ""LARRY LARKIN"", ""ROBERT LOCKERBY"", ""BARRY LOVETT"", ""DAMIEN LYNCH"", ""MONICA LYNCH"", ""GINO MOLITERNO"", ""ANNE O'HALLORAN"", ""MAGGIE ROGERS"", ""KERRIE ROWE"", ""SCOTT STRECKER"", ""JOHN WARNOCK"", ""KATHY WEISSENFELD"", ""CHARLES ZARA""], ""NOELENE BELL"": [""Courtesan""], ""BRIAN DONOVAN"": [""Antipholius""], ""MICHAEL GROGAN"": [""Pinch (schoolmaster)""], ""MAY. PUSEY"": [""Emilia""]}",empty,empty,[]
COME BLOW YOUR HORN,,1974-07-01,1974-07-31,{},"{""Set Design"": [""MICHAEL GROGAN""], ""Lighting Design"": [""MICHAEL HAYNES""], ""Sound"": [""MICHAEL SCHELL""]}","{""unknown"": [""GEOFF ATWELL"", ""LINDSAY CARR"", ""MICHAEL DEVAUX"", ""PAULINE ELLIS"", ""CHERYL HAINES"", ""JULIE NOLAN"", ""CAROL PEARSON"", ""ANNE QUEALEY"", ""PAUL SARKS""], ""GEORGE DUNCAN"": [""Publicity""], ""GRANT FRASER"": [""lights opps""], ""MAY. PUSEY"": [""Mrs Baker""], ""CHARLES ZARA"": [""DIRECTOR""]}",empty,empty,[]
"LADY'S NOT FOR BURNING, THE",,1974-09-01,1974-09-30,"{""ASM"": [""PAT HEALY""], ""Sound & SM & P'gram"": [""MICHAEL SCHELL""]}","{""Humphrey Devise, Set design"": [""MICHAEL GROGAN""], ""Lighting Design"": [""MICHAEL HAYNES""], ""Sound & SM & P'gram"": [""MICHAEL SCHELL""]}","{""unknown"": [""JOHN BEACH"", ""ERIC BONANNO"", ""LEONE CASKEY"", ""JIM DANIELS"", ""PAULA DUNCAN"", ""PETER HAYDEN"", ""BARRY JENKINS"", ""SUE KING"", ""FRANCIS MacDERMOTT"", ""NEIL MAHONEY"", ""JENNIFER MORGAN"", ""JOHN ROCHE""], ""COLLEEN CLIFFORD"": [""DIRECTOR""], ""GEORGE DUNCAN"": [""Publicity""], ""BARRY HAYES"": [""Hebble Tyson""], ""MAY. PUSEY"": [""Margaret Devize""]}",empty,empty,[]
TEN LITTLE NIGGERS,,1974-12-01,1974-12-31,"{""Asst Director"": [""TRISH FRASER""], ""ASM"": [""PAUL GILBERT""]}","{""Lighting Design"": [""MICHAEL HAYNES""], ""Sound & Programme"": [""MICHAEL SCHELL""]}","{""unknown"": [""DENNIS ALLEN"", ""MARIE BARRINGTON"", ""JULIAN BEVIS"", ""JAMES COX"", ""CARA CRANNEY"", ""PETER FERGUSON"", ""PETER GREEN"", ""SUE KING"", ""JOHN MEANEY"", ""JOHN MINNS"", ""MAX SIMS"", ""LEO TAYLOR""], ""GEORGE DUNCAN"": [""General MacKenzie & Publicity""], ""PATRICIA EAST"": [""Mrs Rogers""], ""GRANT FRASER"": [""Rogers""], ""MICHAEL GROGAN"": [""Hair Styles, Thanks""], ""ANTHONY HAYES"": [""Philip Lombard""], ""JON WILLIAMS"": [""DIRECTOR""]}",empty,empty,[]
CHRISTMAS BEWITCHED,,1974-12-01,1974-12-31,"{""ASM"": [""MICHAEL SCHELL""]}","{""Lighting Design"": [""MICHAEL HAYNES""]}","{""unknown"": [""JULIAN BEVIS"", ""JAN. CAMERON-SMITH"", ""BERNARD DEVAUX"", ""CHRISTOPHER DEVAUX"", ""MICHAEL DEVAUX"", ""PAULINE ELLIS"", ""PETER FERGUSON"", ""SUSAN HAYWARD"", ""JENNIFER MORGAN"", ""MARGARET O'REGAN"", ""JOHN PATRICK"", ""CAROL PEARSON"", ""MAREE ROCHE"", ""TERRI SMITH"", ""DEBORAH SPRUCE"", ""SUZANNE SPRUCE""], ""GRANT FRASER"": [""Tree""], ""TRISH FRASER"": [""sound opps""], ""MARIE GILBERT"": [""Elf""], ""PAUL GILBERT"": [""Santa Claus""], ""MICHAEL GROGAN"": [""Dwarf- Grumpy""], ""CHERYL HAINES"": [""DIRECTOR""]}",empty,empty,[]
BAREFOOT IN THE PARK,,1973-01-01,1973-01-31,{},"{""Lighting Design"": [""MICHAEL HAYNES""]}","{""RAYMOND AINSWORTH"": [""Victor Velasco""], ""MICHAEL BARNACOAT"": [""Paul Bratter""], ""CORALIE CAMPBELL"": [""Mrs Banks""], ""unknown"": [""JANET FURLONG"", ""GINO MOLITERNO"", ""ANNE O'HALLORAN"", ""ANNE POWER"", ""ANNE QUEALEY"", ""KERRIE ROWE"", ""JON WILLIAMS"", ""GERARD WINDSOR""], ""KEVIN JACKSON"": [""DIRECTOR""]}",empty,empty,[]
